Index_,event_unique_id,occurrencedate,reporteddate,premisetype,ucr_code,ucr_ext,offence,reportedyear,reportedmonth,reportedday,reporteddayofyear,reporteddayofweek,reportedhour,occurrenceyear,occurrencemonth,occurrenceday,occurrencedayofyear,occurrencedayofweek,occurrencehour,MCI,Division,Hood_ID,Neighbourhood,Long,Lat,ObjectId
17580,GO-20151416489,1439839800000,1439840280000,Apartment,2130,210,Theft Over,2015,August,17,229,Monday    ,19,2015,August,17,229,Monday    ,19,Theft Over,D32,27,York University Heights (27),-79.4633865,43.7502518,122
17591,GO-20141975108,1396083600000,1398690660000,Apartment,2130,210,Theft Over,2014,April,28,118,Monday    ,13,2014,March,29,88,Saturday  ,9,Theft Over,D52,77,Waterfront Communities-The Island (77),-79.3892441,43.6452789,123
17594,GO-201530837,1419444000000,1420556400000,Outside,2130,210,Theft Over,2015,January,6,6,Tuesday   ,15,2014,December,24,358,Wednesday ,18,Theft Over,D32,27,York University Heights (27),-79.4781876,43.7596321,124
17774,GO-20151463694,1440511200000,1440511680000,House,2130,200,Theft From Mail / Bag / Key,2015,August,25,237,Tuesday   ,14,2015,August,25,237,Tuesday   ,14,Theft Over,D55,62,East End-Danforth (62),-79.2944565,43.6813049,125
17793,GO-20151749336,1444482480000,1444483200000,Commercial,2133,200,Theft Over - Shoplifting,2015,October,10,283,Saturday  ,13,2015,October,10,283,Saturday  ,13,Theft Over,D41,120,Clairlea-Birchmount (120),-79.3021011,43.7233849,126
17895,GO-20152160457,1422784800000,1450350360000,Commercial,2130,210,Theft Over,2015,December,17,351,Thursday  ,11,2015,February,1,32,Sunday    ,10,Theft Over,D33,46,Pleasant View (46),-79.3279343,43.7857323,127
17921,GO-20151976922,1447817940000,1447826940000,Outside,2132,200,Theft From Motor Vehicle Over,2015,November,18,322,Wednesday ,6,2015,November,18,322,Wednesday ,3,Theft Over,D31,26,Downsview-Roding-CFB (26),-79.4864502,43.7447815,128
17968,GO-20151202835,1436443200000,1436988480000,House,2130,210,Theft Over,2015,July,15,196,Wednesday ,19,2015,July,9,190,Thursday  ,12,Theft Over,D22,16,Stonegate-Queensway (16),-79.4975815,43.6385727,129
18003,GO-20142713939,1383264060000,1408190580000,Apartment,2130,210,Theft Over,2014,August,16,228,Saturday  ,12,2013,November,1,305,Friday    ,0,Theft Over,D32,32,Englemount-Lawrence (32),-79.4406738,43.727829,130
18047,GO-20151413028,1439564400000,1439804640000,Outside,2130,210,Theft Over,2015,August,17,229,Monday    ,9,2015,August,14,226,Friday    ,15,Theft Over,D42,117,L'Amoreaux (117),-79.3193359,43.7969971,131
18056,GO-2015526730,1427479200000,1427702520000,Commercial,2132,200,Theft From Motor Vehicle Over,2015,March,30,89,Monday    ,8,2015,March,27,86,Friday    ,18,Theft Over,D32,27,York University Heights (27),-79.4650192,43.7577591,132
18075,GO-20151841541,1445815800000,1445868780000,House,2132,200,Theft From Motor Vehicle Over,2015,October,26,299,Monday    ,14,2015,October,25,298,Sunday    ,23,Theft Over,D43,136,West Hill (136),-79.1869659,43.76017,133
18131,GO-20151500459,1440999600000,1441099560000,Other,2130,210,Theft Over,2015,September,1,244,Tuesday   ,9,2015,August,31,243,Monday    ,5,Theft Over,D23,1,West Humber-Clairville (1),-79.5723648,43.7234421,134
18153,GO-20151072273,1435256100000,1435258740000,Outside,2132,200,Theft From Motor Vehicle Over,2015,June,25,176,Thursday  ,18,2015,June,25,176,Thursday  ,18,Theft Over,D41,125,Ionview (125),-79.2679291,43.7322044,135
18181,GO-20152059005,1448386200000,1449004380000,House,2130,210,Theft Over,2015,December,1,335,Tuesday   ,21,2015,November,24,328,Tuesday   ,17,Theft Over,D22,16,Stonegate-Queensway (16),-79.5012512,43.6388245,136
18225,GO-2015258841,1357030800000,1423825020000,Apartment,2130,210,Theft Over,2015,February,13,44,Friday    ,10,2013,January,1,1,Tuesday   ,9,Theft Over,D13,101,Forest Hill South (101),-79.4131851,43.6865616,137
18233,GO-20151930850,1447138800000,1447149840000,Commercial,2130,210,Theft Over,2015,November,10,314,Tuesday   ,10,2015,November,10,314,Tuesday   ,7,Theft Over,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.5892334,43.7410965,138
18234,GO-20151932107,1441065660000,1447162860000,Commercial,2130,210,Theft Over,2015,November,10,314,Tuesday   ,13,2015,September,1,244,Tuesday   ,0,Theft Over,D42,131,Rouge (131),-79.1917038,43.7995796,139
18248,GO-2015443864,1421388000000,1426497900000,Commercial,2130,210,Theft Over,2015,March,16,75,Monday    ,9,2015,January,16,16,Friday    ,6,Theft Over,D43,123,Cliffcrest (123),-79.2445755,43.7283897,140
18293,GO-20143158734,1414015200000,1414061340000,Other,2132,200,Theft From Motor Vehicle Over,2014,October,23,296,Thursday  ,10,2014,October,22,295,Wednesday ,22,Theft Over,D43,137,Woburn (137),-79.2378922,43.7809296,141
18297,GO-20151201667,1396656060000,1436999520000,House,2130,210,Theft Over,2015,July,15,196,Wednesday ,22,2014,April,5,95,Saturday  ,0,Theft Over,D53,56,Leaside-Bennington (56),-79.3698959,43.700325,142
18309,GO-20151928327,1447099200000,1447171080000,Outside,2132,200,Theft From Motor Vehicle Over,2015,November,10,314,Tuesday   ,15,2015,November,9,313,Monday    ,20,Theft Over,D14,79,University (79),-79.4066696,43.6660805,143
18330,GO-2015858610,1432321200000,1432462380000,House,2132,200,Theft From Motor Vehicle Over,2015,May,24,144,Sunday    ,10,2015,May,22,142,Friday    ,19,Theft Over,D42,118,Tam O'Shanter-Sullivan (118),-79.3136063,43.7813339,144
18335,GO-20159010661,1449509220000,1449589740000,Other,2133,200,Theft Over - Shoplifting,2015,December,8,342,Tuesday   ,15,2015,December,7,341,Monday    ,17,Theft Over,D41,121,Oakridge (121),-79.2853851,43.6906395,145
18349,GO-20141733527,1395241200000,1395300120000,Outside,2130,210,Theft Over,2014,March,20,79,Thursday  ,7,2014,March,19,78,Wednesday ,15,Theft Over,D43,127,Bendale (127),-79.2553635,43.7535286,146
18354,GO-20142359074,1403209800000,1403628300000,Outside,2130,210,Theft Over,2014,June,24,175,Tuesday   ,16,2014,June,19,170,Thursday  ,20,Theft Over,D43,124,Kennedy Park (124),-79.248085,43.7366982,147
18357,GO-20142604192,1406394000000,1406798880000,House,2132,200,Theft From Motor Vehicle Over,2014,July,31,212,Thursday  ,9,2014,July,26,207,Saturday  ,17,Theft Over,D42,128,Agincourt South-Malvern West (128),-79.2683105,43.7875824,148
18359,GO-20151422793,1412164800000,1439928420000,Commercial,2130,210,Theft Over,2015,August,18,230,Tuesday   ,20,2014,October,1,274,Wednesday ,12,Theft Over,D14,93,Dovercourt-Wallace Emerson-Junction (93),-79.4184189,43.6635857,149
18378,GO-20152120942,1449770400000,1449823260000,Outside,2130,210,Theft Over,2015,December,11,345,Friday    ,8,2015,December,10,344,Thursday  ,18,Theft Over,D51,75,Church-Yonge Corridor (75),-79.3770447,43.6601791,150
18389,GO-20152154615,1412424000000,1450268760000,Outside,2130,210,Theft Over,2015,December,16,350,Wednesday ,12,2014,October,4,277,Saturday  ,12,Theft Over,D33,41,Bridle Path-Sunnybrook-York Mills (41),-79.3841553,43.7480621,151
18407,GO-20159010393,1448739000000,1448999520000,Outside,2132,200,Theft From Motor Vehicle Over,2015,December,1,335,Tuesday   ,19,2015,November,28,332,Saturday  ,19,Theft Over,D31,27,York University Heights (27),-79.4873352,43.7604256,152
18429,GO-20151456696,1439985180000,1440420180000,Outside,2132,200,Theft From Motor Vehicle Over,2015,August,24,236,Monday    ,12,2015,August,19,231,Wednesday ,11,Theft Over,D11,87,High Park-Swansea (87),-79.463707,43.6539001,153
18433,GO-20143100323,1412962200000,1413287460000,Commercial,2132,200,Theft From Motor Vehicle Over,2014,October,14,287,Tuesday   ,11,2014,October,10,283,Friday    ,17,Theft Over,D23,1,West Humber-Clairville (1),-79.5623779,43.7025948,154
18546,GO-20141516921,1392136200000,1392219540000,Commercial,2130,210,Theft Over,2014,February,12,43,Wednesday ,15,2014,February,11,42,Tuesday   ,16,Theft Over,D33,42,Banbury-Don Mills (42),-79.3463516,43.7482185,155
18557,GO-20141563619,1392888420000,1392888420000,Other,2130,210,Theft Over,2014,February,20,51,Thursday  ,9,2014,February,20,51,Thursday  ,9,Theft Over,D43,134,Highland Creek (134),-79.1839676,43.7845116,156
18559,GO-20141565336,1392898200000,1392904680000,Commercial,2133,200,Theft Over - Shoplifting,2014,February,20,51,Thursday  ,13,2014,February,20,51,Thursday  ,12,Theft Over,D53,99,Mount Pleasant East (99),-79.3783493,43.7107735,157
18602,GO-20141482008,1391713620000,1391713620000,Commercial,2130,210,Theft Over,2014,February,6,37,Thursday  ,19,2014,February,6,37,Thursday  ,19,Theft Over,D42,130,Milliken (130),-79.247818,43.8240013,158
18605,GO-20141513734,1392171480000,1392174180000,Commercial,2130,210,Theft Over,2014,February,12,43,Wednesday ,3,2014,February,12,43,Wednesday ,2,Theft Over,D13,94,Wychwood (94),-79.4309845,43.6747246,159
18622,GO-20141812937,1370044860000,1396432740000,Commercial,2130,210,Theft Over,2014,April,2,92,Wednesday ,9,2013,June,1,152,Saturday  ,0,Theft Over,D32,51,Willowdale East (51),-79.4116364,43.7643013,160
18642,GO-20141687414,1392033600000,1394629680000,Commercial,2130,210,Theft Over,2014,March,12,71,Wednesday ,13,2014,February,10,41,Monday    ,12,Theft Over,D53,100,Yonge-Eglinton (100),-79.3971558,43.7008553,161
18676,GO-20141523716,1389439800000,1391360580000,Commercial,2130,210,Theft Over,2014,February,2,33,Sunday    ,17,2014,January,11,11,Saturday  ,11,Theft Over,D33,47,Don Valley Village (47),-79.3437195,43.7758369,162
18678,GO-20141650275,1394106540000,1394106540000,Commercial,2130,210,Theft Over,2014,March,6,65,Thursday  ,11,2014,March,6,65,Thursday  ,11,Theft Over,D41,119,Wexford/Maryvale (119),-79.3046417,43.7432442,163
18734,GO-20141898340,1397591100000,1397593980000,Outside,2132,200,Theft From Motor Vehicle Over,2014,April,15,105,Tuesday   ,20,2014,April,15,105,Tuesday   ,19,Theft Over,D51,72,Regent Park (72),-79.3604889,43.660675,164
18779,GO-20142033457,1399478400000,1399478700000,Commercial,2130,210,Theft Over,2014,May,7,127,Wednesday ,16,2014,May,7,127,Wednesday ,16,Theft Over,D51,75,Church-Yonge Corridor (75),-79.3806763,43.655777,165
18825,GO-20141274610,1388757600000,1388761380000,Commercial,2130,210,Theft Over,2014,January,3,3,Friday    ,15,2014,January,3,3,Friday    ,14,Theft Over,D52,76,Bay Street Corridor (76),-79.3824234,43.6517639,166
18846,GO-20141589880,1393038000000,1393253760000,Outside,2132,200,Theft From Motor Vehicle Over,2014,February,24,55,Monday    ,14,2014,February,22,53,Saturday  ,3,Theft Over,D14,78,Kensington-Chinatown (78),-79.3974152,43.6485405,167
18847,GO-20141722881,974880000000,1395146100000,Commercial,2130,210,Theft Over,2014,March,18,77,Tuesday   ,12,2000,November,22,327,Wednesday ,8,Theft Over,D53,55,Thorncliffe Park (55),-79.3436279,43.7074776,168
18848,GO-20141760013,1395594000000,1395762960000,Outside,2132,200,Theft From Motor Vehicle Over,2014,March,25,84,Tuesday   ,15,2014,March,23,82,Sunday    ,17,Theft Over,D22,20,Alderwood (20),-79.5385361,43.6032104,169
18883,GO-20141816507,1396465200000,1396466520000,Commercial,2130,210,Theft Over,2014,April,2,92,Wednesday ,19,2014,April,2,92,Wednesday ,19,Theft Over,D22,14,Islington-City Centre West (14),-79.5547104,43.6328049,170
18887,GO-20141563630,1391364000000,1392893880000,House,2130,210,Theft Over,2014,February,20,51,Thursday  ,10,2014,February,2,33,Sunday    ,18,Theft Over,D53,98,Rosedale-Moore Park (98),-79.3859329,43.6887665,171
18938,GO-20141528073,1392300000000,1392391200000,Commercial,2130,210,Theft Over,2014,February,14,45,Friday    ,15,2014,February,13,44,Thursday  ,14,Theft Over,D31,26,Downsview-Roding-CFB (26),-79.5138016,43.7198334,172
18964,GO-20141414982,1390672800000,1390760940000,Commercial,2130,210,Theft Over,2014,January,26,26,Sunday    ,18,2014,January,25,25,Saturday  ,18,Theft Over,D51,77,Waterfront Communities-The Island (77),-79.3621368,43.6501999,173
18991,GO-20142161997,1400610600000,1401187860000,Outside,2130,210,Theft Over,2014,May,27,147,Tuesday   ,10,2014,May,20,140,Tuesday   ,18,Theft Over,D52,76,Bay Street Corridor (76),-79.3864441,43.6533775,174
18992,GO-20142157042,1400875200000,1401119340000,Other,2130,210,Theft Over,2014,May,26,146,Monday    ,15,2014,May,23,143,Friday    ,20,Theft Over,D31,21,Humber Summit (21),-79.5580597,43.7600021,175
19037,GO-20141997045,1398976500000,1398983160000,Commercial,2130,210,Theft Over,2014,May,1,121,Thursday  ,22,2014,May,1,121,Thursday  ,20,Theft Over,D22,14,Islington-City Centre West (14),-79.5569077,43.6101265,176
19044,GO-20141505704,1392057000000,1392057000000,Outside,2132,200,Theft From Motor Vehicle Over,2014,February,10,41,Monday    ,18,2014,February,10,41,Monday    ,18,Theft Over,D42,130,Milliken (130),-79.2543335,43.8358841,177
19062,GO-20141994769,1398929400000,1398956640000,Commercial,2130,210,Theft Over,2014,May,1,121,Thursday  ,15,2014,May,1,121,Thursday  ,7,Theft Over,D51,72,Regent Park (72),-79.3565292,43.6573753,178
19096,GO-20141680349,1393723800000,1394607120000,Other,2130,210,Theft Over,2014,March,12,71,Wednesday ,6,2014,March,2,61,Sunday    ,1,Theft Over,D23,1,West Humber-Clairville (1),-79.6183472,43.7381287,179
19098,GO-20141456726,1389353400000,1391360580000,Commercial,2130,210,Theft Over,2014,February,2,33,Sunday    ,17,2014,January,10,10,Friday    ,11,Theft Over,D41,120,Clairlea-Birchmount (120),-79.2876129,43.7278481,180
19108,GO-20141872042,1396994400000,1397237940000,Outside,2130,210,Theft Over,2014,April,11,101,Friday    ,17,2014,April,8,98,Tuesday   ,22,Theft Over,D23,7,Willowridge-Martingrove-Richview (7),-79.5542603,43.67836,181
19111,GO-20142169454,1398425520000,1401276720000,Apartment,2130,210,Theft Over,2014,May,28,148,Wednesday ,11,2014,April,25,115,Friday    ,11,Theft Over,D22,11,Eringate-Centennial-West Deane (11),-79.5724411,43.6550484,182
19114,GO-20142383360,1403888400000,1403913780000,Commercial,2130,210,Theft Over,2014,June,28,179,Saturday  ,0,2014,June,27,178,Friday    ,17,Theft Over,D52,76,Bay Street Corridor (76),-79.3827209,43.6459846,183
19117,GO-20142726863,1406466000000,1408373040000,House,2130,210,Theft Over,2014,August,18,230,Monday    ,14,2014,July,27,208,Sunday    ,13,Theft Over,D23,1,West Humber-Clairville (1),-79.5930023,43.73806,184
19127,GO-20142908178,1410654600000,1410719580000,Commercial,2132,200,Theft From Motor Vehicle Over,2014,September,14,257,Sunday    ,18,2014,September,14,257,Sunday    ,0,Theft Over,D11,90,Junction Area (90),-79.47995,43.6698074,185
19279,GO-20142037448,1159660860000,1399637400000,Commercial,2130,220,Theft - Misapprop Funds Over,2014,May,9,129,Friday    ,12,2006,October,1,274,Sunday    ,0,Theft Over,D52,76,Bay Street Corridor (76),-79.3790741,43.6502838,186
19297,GO-20142171840,1401134400000,1401299700000,Outside,2130,210,Theft Over,2014,May,28,148,Wednesday ,17,2014,May,26,146,Monday    ,20,Theft Over,D42,132,Malvern (132),-79.2341995,43.8080482,187
19366,GO-20143352382,1416711600000,1416745020000,Outside,2132,200,Theft From Motor Vehicle Over,2014,November,23,327,Sunday    ,12,2014,November,23,327,Sunday    ,3,Theft Over,D14,82,Niagara (82),-79.4037628,43.6464729,188
19418,GO-20142117794,1400575080000,1400613000000,House,2130,200,Theft From Mail / Bag / Key,2014,May,20,140,Tuesday   ,19,2014,May,20,140,Tuesday   ,8,Theft Over,D42,132,Malvern (132),-79.2064056,43.7996254,189
19436,GO-20143435884,1417869000000,1417874160000,Commercial,2130,210,Theft Over,2014,December,6,340,Saturday  ,13,2014,December,6,340,Saturday  ,12,Theft Over,D51,77,Waterfront Communities-The Island (77),-79.3597565,43.6507607,190
19540,GO-20142316966,1403083800000,1403101980000,Outside,2130,210,Theft Over,2014,June,18,169,Wednesday ,14,2014,June,18,169,Wednesday ,9,Theft Over,D52,76,Bay Street Corridor (76),-79.3830261,43.6466064,191
19644,GO-20141370340,1390088100000,1390089660000,Commercial,2130,210,Theft Over,2014,January,19,19,Sunday    ,0,2014,January,18,18,Saturday  ,23,Theft Over,D53,104,Mount Pleasant West (104),-79.3968277,43.7070618,192
19724,GO-20142588097,1406547000000,1406549760000,Outside,2132,200,Theft From Motor Vehicle Over,2014,July,28,209,Monday    ,12,2014,July,28,209,Monday    ,11,Theft Over,D22,9,Edenbridge-Humber Valley (9),-79.5296555,43.6647453,193
19726,GO-20142955729,1409572800000,1411326900000,Apartment,2130,210,Theft Over,2014,September,21,264,Sunday    ,19,2014,September,1,244,Monday    ,12,Theft Over,D43,139,Scarborough Village (139),-79.2197266,43.7451057,194
19818,GO-20143360127,1416596400000,1416835260000,Outside,2132,200,Theft From Motor Vehicle Over,2014,November,24,328,Monday    ,13,2014,November,21,325,Friday    ,19,Theft Over,D42,128,Agincourt South-Malvern West (128),-79.2683105,43.7875824,195
19855,GO-20142460603,1404871200000,1404894360000,Commercial,2130,210,Theft Over,2014,July,9,190,Wednesday ,8,2014,July,9,190,Wednesday ,2,Theft Over,D33,52,Bayview Village (52),-79.3741989,43.7697182,196
19875,GO-20141902422,1396485000000,1397653260000,House,2132,200,Theft From Motor Vehicle Over,2014,April,16,106,Wednesday ,13,2014,April,3,93,Thursday  ,0,Theft Over,D14,80,Palmerston-Little Italy (80),-79.426857,43.6617393,197
19881,GO-20141830264,1396651200000,1396657680000,Commercial,2130,210,Theft Over,2014,April,5,95,Saturday  ,0,2014,April,4,94,Friday    ,22,Theft Over,D52,76,Bay Street Corridor (76),-79.3824234,43.6517639,198
19960,GO-20143108448,1413365400000,1413378120000,House,2130,210,Theft Over,2014,October,15,288,Wednesday ,13,2014,October,15,288,Wednesday ,9,Theft Over,D11,87,High Park-Swansea (87),-79.4803162,43.6422615,199
20072,GO-20143154034,1388590860000,1413992460000,Commercial,2130,210,Theft Over,2014,October,22,295,Wednesday ,15,2014,January,1,1,Wednesday ,15,Theft Over,D33,50,Newtonbrook East (50),-79.3933563,43.7911301,200
22754,GO-20151519620,1441215000000,1441276740000,Commercial,2130,210,Theft Over,2015,September,3,246,Thursday  ,10,2015,September,2,245,Wednesday ,17,Theft Over,D31,27,York University Heights (27),-79.4980621,43.7786751,201
22755,GO-20151992652,1447959600000,1448033460000,Outside,2132,200,Theft From Motor Vehicle Over,2015,November,20,324,Friday    ,15,2015,November,19,323,Thursday  ,19,Theft Over,D22,16,Stonegate-Queensway (16),-79.4917068,43.6321907,202
22825,GO-20151397359,1439574000000,1439575740000,Commercial,2130,210,Theft Over,2015,August,14,226,Friday    ,18,2015,August,14,226,Friday    ,17,Theft Over,D12,111,Rockcliffe-Smythe (111),-79.4957047,43.6762047,203
22879,GO-20151054597,1427889600000,1435050720000,Apartment,2130,210,Theft Over,2015,June,23,174,Tuesday   ,9,2015,April,1,91,Wednesday ,12,Theft Over,D31,26,Downsview-Roding-CFB (26),-79.4871216,43.7298851,204
22934,GO-20151050493,1434819600000,1434983400000,Outside,2130,210,Theft Over,2015,June,22,173,Monday    ,14,2015,June,20,171,Saturday  ,17,Theft Over,D43,131,Rouge (131),-79.1327362,43.7784004,205
22961,GO-20151479475,1440727800000,1440727920000,Commercial,2130,210,Theft Over,2015,August,28,240,Friday    ,2,2015,August,28,240,Friday    ,2,Theft Over,D13,96,Casa Loma (96),-79.4148483,43.6743393,206
22964,GO-20151481882,1440767160000,1440767160000,Outside,2130,200,Theft From Mail / Bag / Key,2015,August,28,240,Friday    ,13,2015,August,28,240,Friday    ,13,Theft Over,D31,27,York University Heights (27),-79.4992142,43.7652626,207
