id,title,price,sqft,image,url,post_published_date,lat,long,postal_code,FSA,rental_type,bedrooms,bathrooms,furnished,pet_friendly,description,source
k_1517840038,Lakeview 1br+den avail for rent Oct 1/2020,2300,627,https://i.ebayimg.com/00/s/Njk4WDg5NA==/z/g3QAAOSwMcBfNZaO/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/lakeview-1br-den-avail-for-rent-oct-1-2020/1517840038,2020-08-13,43.6056466,43.6056466,,M8V,condo,1,1,False,False,"One year old 1br+den for rent $2300/mth, avail Oct 1/2020 (Park Lawn/Lake Shore). Approx 627 sq ft of functional space with spacious balcony, 9 ft ceiling, hardwood floor, granite countertop and stainless steels appliances. Rent includes 2 spots in bike locker, 1 underground parking and 2 lockers. Tenant to pay all utilities (Water w/Providence. Hydro w/Toronto Hydro).
This spectacular unit facing the unobstructed views of Lake Ontario and CN Tower. Condo comes with resort style amenities (guest suites, game room, theatre room, salt water pool, sauna, big lounge, big gym, yoga/pilates room, big party room, terrace bbq, rooftop patio and much more). Mins walk to Lake Humber Bay Shore and transit. Near highways and downtown Toronto.
**** Tenant to provide job letter, credit check and 2 preferences. Must maintain and proven Tenant Insurance throughout the lease term. No smoking of any kind. No AirBNB. Triple AAA tenants only ****",Kijiji
k_1516532716,"New 2bed+Den,2Bath, 2Parking and Locker by Islington Station",2400,779,https://i.ebayimg.com/00/s/ODAwWDU3Mg==/z/jI0AAOSwx39fLHVG/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/new-2bed-den-2bath-2parking-and-locker-by-islington-station/1516532716,2020-08-13,43.646427,43.646427,M9A 0C9,M9A,condo,2,2,False,False,"Modern unit at an excellent location 5 minutes away from Islington Station, built in April 2020 with modern finishes including granite countertops, stainless steel appliances, laminate flooring, brand new amenities and walk-in closet with ensuite bathroom in the master bedroom.
The unit comes with 2 Parking spaces and 1 Locker.
This is a lease takeover for the remaining 8 months and then it goes month-to-month. Utilities not included. Proof of employment and credit score required.",Kijiji
k_1517839518,Brand New 1B+D  For Lease in Downtown core Toronto,2050,600,http://img.youtube.com/vi/4-zuoA-aBYU/0.jpg,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-1b-d-for-lease-in-downtown-core-toronto/1517839518,2020-08-13,43.6647827,43.6647827,M5S 0C6,M5S,condo,1,1,False,False,"To lease a brand-new Condo at Yonge & Wellesley available immediately! Middle -high floor with great east view, Steps to Wellesley TTC subway, close to Financial district, Eaton Centre, Ryerson, University of Toronto etc.
Rent includes maintenance & heat. Unit feature: Ensuite Laundry Brand new Appliances Full Balcony with unobstructed East views.
This is for a one-year lease and A+ tenant only. The unit offered directly from the owner as an agent
Please provide required items:
•	Employment Letter and guarantor if applicable,
•	credit report,
•	Application form 410,
•	and ID copy.
•	Tenant Pays Hydro Water and Tenant Insurance.
For showing appointment,
please contact at 647-622-2214, text message preferred.",Kijiji
k_1517839467,Newly renovated 1 Bedroom + Den in Toronto  Donmills and Wynford,1950,815,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/qRwAAOSwWpFfNZUn/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-1-bedroom-den-in-toronto-donmills-and-wynford/1517839467,2020-08-13,43.7303213,43.7303213,M3C 3M8,M3C,condo,1,1,False,True,"Fully renovated one bedroom and den with unobstructed views available from first week of September in 5 Concorde place. Unfurnished however appliances will remain (fridge, dishwasher, in unit laundry / dryer etc). Rent is $1950 (Hydro and Wifi is extra). Prime location, close to TTC, 15 min drive to downtown, Aga Khan park and museum, shops at don mills, grocery stores, easy access to DVP. Building amenities include: 24 hour concierge and security services, indoor pool and whirlpool, tennis courts, indoor squash courts, gym, change rooms, sauna, steam room, ping pong and pool table, and ample visitor parking. 1 parking spot + locker, included as well.",Kijiji
k_1517528359,Corner Unit BlueJaysWay/Wellington ICON: 1BR + 1Parking + Locker,1950,600,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/~0cAAOSwTjpfM0h4/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/corner-unit-bluejaysway-wellington-icon:-1br-1parking-locker/1517528359,2020-08-12,43.6450977,43.6450977,M5V 3P6,M5V,condo,1,1,False,False,"Beautiful Corner Unit in ICON 1, One Bedroom, 6 appliances, all amenities, 1 parking spot, locker, balcony. located in the heart of entertainment district. Gym/workout pool/sauna/24.7 Concierge Security. Walking distance to financial district. Available October 1st. $1950.00. Call Rodney at 416-543-6880.",Kijiji
k_1517823238,Gorgeous 1 Bed Glasshouse Loft - 1 Month Free Rent!,1990,525,https://i.ebayimg.com/00/s/NDI2WDY0MA==/z/UnYAAOSwZzNfNYIt/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/gorgeous-1-bed-glasshouse-loft-1-month-free-rent/1517823238,2020-08-13,43.6535202,43.6535202,M5C 1S1,M5C,condo,1,1,False,False,"127 QUEEN STREET E. UNIT 601
- Gorgeous 1 bedroom loft for rent at Glasshouse Lofts
- 1 month free rent
- Fantastic open layout with 2 walk-outs to a large balcony that runs the entire length of the unit with BBQ gas line
- Bright and airy south exposure, with double doors that open to the balcony from the living area
- Dark hardwood floors, stainless steel appliances, and granite countertops
- Large enclosed bedroom with sliding door, huge closet, and walkout to balcony
- Spa-like bathroom
- Laundry ensuite
- Unit will be professionally painted before tenant occupancy",Kijiji
k_1517836719,Spacious Sublet in Beautiful Roncy Village (1 bed + home office),1405,1500,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/yj4AAOSwIMtfNZKe/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/spacious-sublet-in-beautiful-roncy-village-1-bed-home-office/1517836719,2020-08-13,43.6543309,43.6543309,M6R 2S5,M6R,apartment,2,1,True,False,"Furnished bedroom and office in a 2 bedroom + 2 home offices, 1 bathroom, 2 floor apartment available for sublet Sept. 1, 2020 – May, 2021. Flexible move in till Oct. 1.
PRICE: $1405 including utilities (internet and insurance are extra. ~$60 total for both)
RENT CONTROL: Unit was used for residential purposes prior to Nov 15, 2018
LOCATION: Roncesvalles/High Park just off Bloor & Dundas West
RELATIONSHIP TO THE UNIT: Current tenant seeking sublet (Landlord has given permission).
LEASE TERMS: This is an sublet starting September 1, 2020 and ending June 1, 2021. Flexible move in till Oct. 1. The subtenant will sign a subtenant agreement with me, and payment will be made to me as well.
REQUIRED DOCUMENTS: Proof of income. Last month’s rent deposit.
ADDITIONAL INFORMATION: I am moving out of the city for the winter, so I’m looking for someone to sublet my apartment for 8 months! You will live with my roommate, AJ, who is an outgoing and friendly writer and filmmaker. The apartment is super spacious and stylishly furnished (thanks AJ) and occupies the top 2 floors of a detached house on a quiet residential street just off of Bloor and Dundas. The main floor features a spacious living room, dining room, kitchen, bathroom and two home offices. There is a dishwasher in the kitchen, and it leads out to a sunny deck with a BBQ and an amazing view of trees that makes you feel like you’re living in the country. AJ works from home in one of the offices. The other office is very large with two desks and will be yours for the 8 months! There is also free laundry in the basement of the house, a storage shed for bikes and other stuff, and a yard with a garden plot that is shared with the downstairs neighbours who are a lovely couple. The landlord is also great and super responsive to any issues that come up.
The house is 5 minute walk from Dundas West subway station (Bloor line + King and Dundas and College streetcars), as well as the UP Express, GO train, College streetcar, High Park, Revue cinema, LCBO, and many shops, restaurants, and gyms along Roncesvalles. You will be living with AJ so he will also be involved with selecting the subtenant. We’re both allergic to most pets (sadly) so no pets. Move in date is October 1, 2020 and move-out date is June 1, 2021. Ideally my bedroom comes furnished (endy queen mattress, very comfortable) but can come unfurnished.",Kijiji
k_1517836622,2 Bedrooms Penthouse condo for rent- Yonge and Sheppard Subway,2500,850,https://i.ebayimg.com/00/s/MzYwWDY0MA==/z/~7oAAOSwPDdfNZJV/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedrooms-penthouse-condo-for-rent-yonge-and-sheppard-subway/1517836622,2020-08-13,43.8430098,43.8430098,,,condo,2,2,False,False,"Yonge and Sheppard Subway Station. Luxury Residence Of Avondale. Stunning 2 Bedroom 2 Washroom Corner Unit - W/Unobstructed South-Eat View. Stainless Steel Appliances. Steps To Yonge And Sheppard, Subway, Hwy 401, Shops & Restaurants, 24 Hr Concierge, Gym, Swimming Pool, Sauna, Guest Suite, Party Room, Jacuzzi, Hot Top, Library, Private Terrace With Bbq And Visitor Parking And More.All Utilities included.
amini.inbox@gmail.com
Frank : 416-856-2421",Kijiji
k_1517836051,Gorgeous 2 Bedroom Fully Furnished Condo Yonge/Bloor,2600,760,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/WEoAAOSw84BfNZAt/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/gorgeous-2-bedroom-fully-furnished-condo-yonge-bloor/1517836051,2020-08-13,43.6697268,43.6697268,M4Y 0A9,M4Y,condo,2,1,True,False,"Four Years Old Luxury Fully Furnished , All Inclusive And Equipped 760 Sq Ft 2 Bedroom , 1 Washroom Condo. Walk-Out To 55 Sq.F Beautiful South View Balcony, Gorgeous Light Colour Hardwood Floors, 9"" Ceiling, Custom Kitchen Cabinetry & Granite Counter Tops. Gorgeous Extended Center Island Ideal For Entertaining! Dual-Connection, Huge Walk-In Closet, Large Floor-To-Ceiling Windows. Steps To Yonge/Bloor Subway, Shopping, Entertainment. Prestigious Yorkville Neighbourhood. Extras:S/S Fridge, Stove, Microwave, Range Hood Fan, Washer/ Dryer, Window Coverings, Rabba, Cofe& Pizza Shop Downstairs. Lots Of Amenities (Swimming Pool, Bbq, Cinema, Party Room, Gym, Rooftop Deck, Yoga Studio, Visitor Parking, 24 hr Security). Please call Olena 647 838 6494",Kijiji
k_1517835216,NXT Condo suite 2809 @ LAKESHORE!,3200,926,https://i.ebayimg.com/00/s/NTM3WDgwMA==/z/nPoAAOSwmCVfNYz7/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/nxt-condo-suite-2809-lakeshore/1517835216,2020-08-13,43.6362926,43.6362926,M6S 5B3,M6S,condo,2,2,False,False,"ntroducing NXT Condominiums by Cresford @ 103 The Queensway Ave. Unit 2809 is a stunning 926sqft suite with a direct lake view which includes spacious 10 ft ceiling heights with 2 bedrooms + den and 2 bathrooms. Furthermore, this suite also has a 131 sqft balcony which is perfect for lounging on a nice summer day with a stunning view to take in.",Kijiji
k_1517833948,1000sf LUXE Condo Living South East Lake Views Big Balcony,2850,1000,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/gI4AAOSwJCFfNY9a/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1000sf-luxe-condo-living-south-east-lake-views-big-balcony/1517833948,2020-08-13,43.6237198,43.6237198,M8Y 3H8,M8Y,condo,2,2,False,False,"Luxurious Key West Condo 2 Bedroom Facing South/East (Lake View) With Large (125 Sf) Balcony, High Ceilings Through-Out, Quartz Counter Tops, S/S Appliances & Engineered Hardwood Floors Through-Out. South Facing The Lake And To The East View Of The Cn Tower. Steps To Beach, Public Transit, Shopping, Restaurants. Easy Access To Downtown Core, Highways. Parking & Locker Included (Prime Parking Spot)
Extras:S.S Stove, Microwave, S.S Fridge, B/I Dishwasher, Washer/Dryer, All Current Electrical Light Fixtures And Window Coverings",Kijiji
k_1517833846,1 BED CONDO Tridel HWY 401 & Kennedy,1725,575,https://i.ebayimg.com/00/s/MjEyWDMxOQ==/z/FGgAAOSwe~ZfNY5~/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-condo-tridel-hwy-401-kennedy/1517833846,2020-08-13,43.77744819999999,43.77744819999999,M1S 0G5,M1S,condo,1,1,False,False,"Clean, nice Tridel Condo, great view. It could be furnished too.
One Parking includes.",Kijiji
k_1505788298,1 Bedroom Large Renovated Apartment for Rent - 191 Sherbourne...,1749,588,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/u6EAAOSwR7JfLb~b/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-large-renovated-apartment-for-rent-191-sherbourne/1505788298,2020-08-13,43.6567414,43.6567414,M5A 3X1,M5A,apartment,1,1,False,True,Please view our available units by clicking on the virtual tour below.,Kijiji
k_1512491331,2 Bedroom Renovated Apartment for Rent - 32 Maynard Avenue,2129,792,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/7BEAAOSwZshfIYFB/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-renovated-apartment-for-rent-32-maynard-avenue/1512491331,2020-08-13,43.6382096,43.6382096,M6K 2Z9,M6K,apartment,2,1,False,True,Please view our available units by clicking on the virtual tour below.,Kijiji
k_1505791059,1 Bedroom Apartment for Rent - 24 Tyndall Avenue,1839,685,https://i.ebayimg.com/00/s/NzY4WDExNTE=/z/aSgAAOSwIZ9fKxJ8/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-24-tyndall-avenue/1505791059,2020-08-13,43.6351245,43.6351245,M6K 2E3,M6K,apartment,1,1,False,True,Please view our available units by clicking on the virtual tour below.,Kijiji
k_1505788299,1 Bedroom Med Renovated Apartment for Rent - 191 Sherbourne...,1599,516,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/8OAAAOSwKiZfLb~a/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-med-renovated-apartment-for-rent-191-sherbourne/1505788299,2020-08-13,43.6567414,43.6567414,M5A 3X1,M5A,apartment,1,1,False,True,Please view our available units by clicking on the virtual tour below.,Kijiji
k_1517833240,FULLY FURNISHED RARE LIBERTY VILLAGE 2 BDRM 2 BATH /W PARKING!,2990,906,https://i.ebayimg.com/00/s/NDI2WDYzOQ==/z/Y40AAOSw8LlfNY54/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/fully-furnished-rare-liberty-village-2-bdrm-2-bath-w-parking/1517833240,2020-08-13,43.6387003,43.6387003,M6K 3P8,M6K,condo,2,2,True,False,Please call or text me at 416-428-7141 for more details.,Kijiji
k_1515098107,1-Bedroom Apartment at Church and Shuter,2000,580,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/TOIAAOSwHkJfIibP/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-at-church-and-shuter/1515098107,2020-08-13,43.6543938,43.6543938,M5B 1Y6,M5B,apartment,1,1,False,True,"Great, well-maintained condo-like space, perfect for a single tenant or a couple. In-suite laundry, full-sized dishwasher, fridge and stove in a beautiful open concept kitchen. Multiple large windows and a personal balcony. Pet friendly. The staff in the building are friendly and fantastic, always acting quickly on maintenance issues and making sure the building is clean and well looked after. The building has a ton of amenities (theatre room, 24-hour gym, games room, library, party room, and a patio outside with a BBQ for all residents). We’ve loved living in this unit and building, and we’re only moving out because we are leaving the city.",Kijiji
k_1517830651,"Annex, 3 Bedroom Basement Apartment",2250,950,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/flQAAOSwCXlfNYXD/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/annex-3-bedroom-basement-apartment/1517830651,2020-08-13,43.6613241,43.6613241,M6G 2N9,M6G,apartment,3,1,False,False,"Beautiful Palmerston Blvd, private entrance, close to TTC/subway, U of T, restaurant/shopping, quiet house, owner lives on main floor, includes utilities but not TV/cable/internet. Open house Sat Aug 14 at 2:00 - 4:00, Sun Aug 15 at 12:00 - 2:00, call Gary 647-225-6011",Kijiji
k_1517832044,2 Beds 1 Bath - Apartment,1700,960,https://i.ebayimg.com/00/s/NDY0WDgwMA==/z/iLUAAOSw5HFfNYzn/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-beds-1-bath-apartment/1517832044,2020-08-13,45.4918874,45.4918874,,,apartment,2,1,True,False,"Spacious open concept furnished condo located at 1077 Rue Saint Mathieu.
Located on the 6th floor of a secure well maintained building.
Electricity and hot water included!!
2 large bedrooms (one with walk-in closet and a nice balcony)
Included furniture: washer, dryer, fridge, stove, microwave oven, dining table w/ 6 chairs, 2 couches, 2 queen size beds, drawer chest.",Kijiji
k_1517831667,1100sf Condo Living by the LAKE Views 2 + 1 Den 2 bath,2850,1100,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/yt8AAOSwz~ZfNYx~/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1100sf-condo-living-by-the-lake-views-2-1-den-2-bath/1517831667,2020-08-13,43.6214794,43.6214794,M8V 0A9,M8V,condo,2,2,False,False,"Bright & Spacious Corner Unit, 2 + Den Condo, Incredible Views Of The Lake And The City! Open Concept. Modern Kitchen W/ Centre Island. Roll Up Blinds Installed. Walk to Cafes and restaurants, grocery, nature and bike trails
Extras:S/S Fridge, Stove, B/I Dishwasher, All Elfs And Window Coverings. One Parking & One Locker
Email for more details or to check it out
*also available for sale",Kijiji
k_1517831620,LARGE 2 BR +den 1800 SF AUG 15 available,2200,1800,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/1~AAAOSwRaVfNYxg/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-2-br-den-1800-sf-aug-15-available/1517831620,2020-08-13,43.6951824,43.6951824,M6M 2H1,M6M,apartment,2,1,False,False,"FOR RENT AVAILABLE AUGUST 15,2020
2BR +den 17 King Georges Dr.
LARGE APARTMENT 1800 SF $ 2200+ utilities
1 PARKING, PATIO, CLOSE TO TTC
647 784 2714s leave a message tsvvic@hotmail.com",Kijiji
k_1517831600,FOR LEASE: Stunning $2450 Downtown 1 B + Den Condo,2450,736,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/SDkAAOSwKp9fNYvM/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-lease:-stunning-2450-downtown-1-b-den-condo/1517831600,2020-08-13,43.6639029,43.6639029,M6G 1L4,M6G,condo,1,2,False,False,"Exhibit Residence's Gorgeous 1B+D Condo Located In The Most Prominent Yorkville-Bloor Location. Beautiful South Facing View Of The City. 9 Ft Floor To Ceiling Windows, European Inspired Kitchen W/Quartz Counter, And Hardwood Throughout. Mere Steps Away From U of T Campus, TTC Subway, Royal Ontario Museum, Queen's Park, Centre Library, Boutiques, Restaurants, & Many More. Extremely Convenient Location For Transit and For Walking.
Extras: All ELFs, Built-In Miele S/S Appliance (Fridge, Stove, Dishwasher, Microwave) Washer & Dryer.
Amenities: Fitness Gallery W/Yoga Studio, Cool-Down Lounge, Party Rm, Recreation Rm, and Rooftop Deck/Garden Perfect for Summer BBQ.",Kijiji
k_1517830714,1 Bedroom + Den Condo for lease in Toronto. Sheppard/Don Mills,2050,600,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/SKEAAOSw2nRfNYr1/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-den-condo-for-lease-in-toronto-sheppard-don-mills/1517830714,2020-08-13,43.7739223,43.7739223,M2J 1M6,M2J,condo,1,1,False,False,"Beautiful 1 Bedroom + Den Condo for lease on Sheppard and Don Mills in Toronto. 16th Floor. Large Balcony!
South View. Very Clean Condo. Freshly painted!
One Bedroom Plus Den Which Can Be Used As Additional Bedroom. Located On Top Of Don Mills Subway And Steps Away From Fairview Mall, Library, Public Transit.
South Exposure, 9Ft Ceiling, 672 Sq Ft, Complete Usable Living Space W/Large Balcony. Beautiful Unobstructed View, Well Maintained With Upgraded Kitchen Granite Counter
Minutes Away From 404&401. Lots Of Amenities Indoor Pool, Whirlpool, Gym, Lounge, Entertainment Room, Theatre, Bbq Area And Much More.**** EXTRAS **** Fridge, Stove B/I Microwave W/Exhaust, Washer And Dryer. All Window Coverings, 24Hr Concierge.",Kijiji
k_1517829957,1050sf New Building with Lake & City Views with Terrace,3250,1050,https://i.ebayimg.com/00/s/NTM0WDgwMA==/z/ChgAAOSwk~NfNYo3/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1050sf-new-building-with-lake-city-views-with-terrace/1517829957,2020-08-13,43.6237761,43.6237761,M8V 0J1,M8V,condo,2,2,False,False,"Incredible Views!! Brand New Building 2 Bedroom 2 Washroom With Open Huge Den, Large Terrace And Balcony Overlooking The City And Lake In Sky Tower At Eau Du Soleil Condos. 9Ft Smooth Ceilings. 1 Parking & 1 Locker Included. Resort Style Amenities To Include Games Room, Saltwater Pool, Lounge, Gym, Yoga & Pilates Studio, Dining Room, Party Room, Overlooking The City And Lake.
Extras:S/S Fridge, Stove, B/I Dishwasher + Microwave, Stacked Washer + Dryer.",Kijiji
k_1517829468,1 BDRM CONDO 33 CHARLES ST (YONGE AND BLOOR) FOR RENT,2000,700,https://i.ebayimg.com/00/s/MTYwMFg3NDA=/z/bp4AAOSwnfpfNYw3/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bdrm-condo-33-charles-st-yonge-and-bloor-for-rent/1517829468,2020-08-13,43.6686074,43.6686074,M4Y 0A2,M4Y,condo,1,1,True,False,1 BDRM CONDO 33 CHARLES ST (YONGE AND BLOOR) FOR RENT/LEASE,Kijiji
k_1516494245,STUNNING- LOFT in Trendy King West with PARKING/ LOCKER,2995,842,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/1rUAAOSw0LJfLEog/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/stunning-loft-in-trendy-king-west-with-parking-locker/1516494245,2020-08-13,43.642307,43.642307,M5V 2P4,M5V,condo,1,1,False,True,"Stunning Newly Renovated Loft in TRENDY KING WEST includes storage and parking. This gorgeous 1 + den includes 10 ft exposed concrete ceilings, new light flooring, crisp white paint, new washer + dryer, brand new kitchen with new appliances and upgraded bath with luxury finishes. FABULOUS DEAL at only $2,995 / month. Similar resale in building is $900,000+.",Kijiji
k_1517829232,Waterfront Studio Condo FOR RENT Downtown Toronto,1600,349,http://img.youtube.com/vi/ITrb_nszaV8/0.jpg,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/waterfront-studio-condo-for-rent-downtown-toronto/1517829232,2020-08-13,43.6450972,43.6450972,M5E 1Z2,M5E,condo,0,1,False,False,"@$1,600 per month if you Act NOW, get $200 Rebate per month for Oct, Nov, Dec.",Kijiji
k_1517829150,Luxury Condo on waterfront available immediately! parking/locker,1998,585,https://i.ebayimg.com/00/s/NDI2WDY0MA==/z/99wAAOSwyG9fNYkJ/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-condo-on-waterfront-available-immediately-parking-locker/1517829150,2020-08-13,43.6237761,43.6237761,M8V 0J1,M8V,condo,1,1,False,False,"Welcome to
-Eau Du Soleil-
30 Shore Breeze Drive; Unit 1614
*Inclusive of parking and locker*
Toronto’s most luxurious waterfront communities by Empire Communities.
Don’t miss this fantastic opportunity to rent a new luxury condo, inclusive of
•	1 Bedroom unit with amazing Lake and CN Tower views on 16th floor
•	9Ft Ceilings
•	Engineered Hardwood floorings throughout
•	High-End Stainless Steel Appliances
•	Upgraded Bathroom & Kitchen
•	Ensuite Washer/Dryer,
•	Central A/C
•	Granite Countertops,
•	Plenty of Natural Light,
•	Parking
•	Locker
& much more
Building offers resort like amenities such as, Salt water whirlpool - Steam Room - Fitness Centre - Spin Room - Yoga/Pilates Room - Billiards Room - Games/Recreation Room - Movie Theatre - Party Room - Lounges - Cabanas - BBQ Area/Terrace - Guest Suite -Indoor running track - Visitor Parking - Garbage Disposal - 24/7 Security - Concierge - and much more,
Available Effective August 1st 2020
Monthly rental amount is $1998 + tenant to pay own utilities
30 Shore Breeze: (Park Lawn Road & Lake Shore Blvd), is close to: Public Transit, Boardwalk, Cinema, Public Library, School, Park, Supermarkets, Shops, Restaurants, Tim Hortons, Steakhouses, Bars, Nightclubs, Public Transit, Major Banks, Goodlife Fitness, Medical Facilities, Discounted Cable, Phone and Internet. Call or Text: 647-745-9535 Email: kyleblackson@hotmail.com",Kijiji
k_1517828755,1 Bed Furnished/All Incl. Condo Danforth/Upper Beach now avail.,2300,519,https://i.ebayimg.com/00/s/NDgyWDYxNg==/z/GwwAAOSwuTpfNYii/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-furnished-all-incl-condo-danforth-upper-beach-now-avail/1517828755,2020-08-13,43.6853968,43.6853968,M4C 1J8,M4C,condo,1,1,True,False,"Bright & beautiful 1 bedroom, 1 bathroom condo for rent within 1 minute walk to the Woodbine Subway station. Fully Equipped To Just Move In!",Kijiji
k_1517828348,1 BEDROOM CONDO IN MARKHAM UNIONVILLE 60 SOUTH TOWN CENTRE BLV,1700,700,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-condo-in-markham-unionville-60-south-town-centre-blv/1517828348,2020-08-13,43.8526891,43.8526891,,,condo,1,1,True,False,"Meticulously Maintained Majestic Court Luxury One Bedroom. 9 Feet Ceiling, Elegant Design Kitchen W/Granite Countertop, Large Hallway, Unobstracted View. One Parking Spot And One Locker available. Close To HWY 401, Public Transit SUBWAY, Shoppings (WHOLE FOODS), Restaurants. Extras:Stainless Steel Fridge, Stove, B/I Microwave Rangehood.Washer, Dryer, All Elfs, Window Coverings.",Kijiji
k_1517828101,"Spacious North York condo for rent, $2100 per month",2100,1000,https://i.ebayimg.com/00/s/ODAwWDM4OQ==/z/vTIAAOSwnFtfNYhJ/$_27.PNG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/spacious-north-york-condo-for-rent-2100-per-month/1517828101,2020-08-13,43.7780932,43.7780932,M2J 4P9,M2J,condo,1,1,False,False,"This condo is ideally situated a stone's throw away from Fairview mall and access to Highway 401 and Highway 404. The condo offers it's residents amenities such as a Gym / Exercise Room, Tennis, Squash and Basketball Court along with Pool, Parking Garage, Party Room, Car Wash and a Sauna. Hydro, heat and cable is included. Call 6472913652, if you have any questions.",Kijiji
k_1517826982,Furnished 1+den Condo for Rent at Yonge/Lakeshore,2200,704,https://i.ebayimg.com/00/s/MzAwWDI1NA==/z/DQwAAOSwoy5fNYSA/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/furnished-1-den-condo-for-rent-at-yonge-lakeshore/1517826982,2020-08-13,43.6444084,43.6444084,M5E 1Z8,M5E,condo,1,2,True,False,"- One room + den (can be 2nd room), and two full washrooms
- $2200/m furnished (option to not be, price negotiable), but not including Parking and Hydro (Hydro around $30/m)
- 704sf + balcony, west view
- Heating/air conditioning, water and all appliances (laundry machine and dishwasher) included
- Steps to Lake, CIBC square, Food Court, Union Station, TTC, Financial and Entertainment Districts
- Markets nearby - Longo’s, St. Lawrence Market, Metro, Sobeys and Loblaws
AMENITIES:
Gyms, swimming pool, yoga, party room, study/meeting room with free wifi, etc.
REQUIREMENTS:
Identification, employment or student enrollment letter for lease of the unit. Prefer a long-term tenant.
Please email me by replying to this Ad If you’re interested or want to view. I’ll contact you shortly.",Kijiji
