CENSUS_YEAR,GEO_CODE (POR),GEO_LEVEL,GEO_NAME,GNR,DATA_QUALITY_FLAG,ALT_GEO_CODE,DIM: Age (in single years) and average age (127),Member ID: Age (in single years) and average age (127),Notes: Age (in single years) and average age (127),Dim: Sex (3): Member ID: [1]: Total - Sex,Dim: Sex (3): Member ID: [2]: Male,Dim: Sex (3): Member ID: [3]: Female
2016,K0E,2,K0E,4.2,0,01K0E,Average age,127,,44.8,44.2,45.4
2016,K0G,2,K0G,4.1,0,01K0G,Average age,127,,44.9,44.4,45.5
2016,K0H,2,K0H,5.3,0,01K0H,Average age,127,,45.5,45.1,45.8
2016,K0J,2,K0J,5.1,0,01K0J,Average age,127,,46,45.4,46.5
2016,K0K,2,K0K,5,0,01K0K,Average age,127,,45.2,44.6,45.8
2016,K0L,2,K0L,4.8,0,01K0L,Average age,127,,47.1,46.7,47.4
2016,K0M,2,K0M,5.1,0,01K0M,Average age,127,,49.4,48.9,49.8
2016,K1A,2,K1A,8.1,100,01K1A,Average age,127,,45.9,43.3,48.1
2016,K1B,2,K1B,2.9,0,01K1B,Average age,127,,40.6,39.8,41.4
2016,K1C,2,K1C,3,0,01K1C,Average age,127,,42.8,41.8,43.8
2016,K1E,2,K1E,2.2,0,01K1E,Average age,127,,43.2,42.5,43.8
2016,K1G,2,K1G,4.2,0,01K1G,Average age,127,,41.2,40.2,42.2
2016,K1H,2,K1H,3.7,0,01K1H,Average age,127,,44.1,42.5,45.6
2016,K1J,2,K1J,3.7,0,01K1J,Average age,127,,42.5,41.1,43.8
2016,K1K,2,K1K,4,0,01K1K,Average age,127,,42.7,41.1,44.1
2016,K1L,2,K1L,4.2,0,01K1L,Average age,127,,44,43.1,44.8
2016,K1M,2,K1M,4.5,0,01K1M,Average age,127,,46.3,44.7,47.6
2016,K1N,2,K1N,9.5,100,01K1N,Average age,127,,39.9,39.1,40.6
2016,K1P,2,K1P,4.6,0,01K1P,Average age,127,,34.5,35.2,33.7
2016,K1R,2,K1R,4.7,0,01K1R,Average age,127,,40,40,40.1
2016,K1S,2,K1S,3.9,0,01K1S,Average age,127,,40.4,39.4,41.2
2016,K1T,2,K1T,2.8,0,01K1T,Average age,127,,36.2,35.4,36.9
2016,K1V,2,K1V,3.3,0,01K1V,Average age,127,,38.7,37.5,39.9
2016,K1W,2,K1W,2.2,0,01K1W,Average age,127,,36.3,36.1,36.4
2016,K1X,2,K1X,4.1,0,01K1X,Average age,127,,43.4,42.4,44.5
2016,K1Y,2,K1Y,3.5,0,01K1Y,Average age,127,,41,40.4,41.5
2016,K1Z,2,K1Z,4.3,0,01K1Z,Average age,127,,39.8,39.1,40.4
2016,K2A,2,K2A,3.9,0,01K2A,Average age,127,,45.1,43.2,46.8
2016,K2B,2,K2B,3.8,0,01K2B,Average age,127,,42.6,40.4,44.6
2016,K2C,2,K2C,4.7,0,01K2C,Average age,127,,41.5,39.7,43.3
2016,K2E,2,K2E,3.2,0,01K2E,Average age,127,,42.5,40.6,44.3
2016,K2G,2,K2G,2.8,0,01K2G,Average age,127,,39.6,38.6,40.5
2016,K2H,2,K2H,4.2,0,01K2H,Average age,127,,44.9,43.4,46.2
2016,K2J,2,K2J,2.1,0,01K2J,Average age,127,,35.5,34.9,36.1
2016,K2K,2,K2K,3.3,0,01K2K,Average age,127,,41,39.9,42.1
2016,K2L,2,K2L,3.2,0,01K2L,Average age,127,,41.3,40,42.4
2016,K2M,2,K2M,2,0,01K2M,Average age,127,,36.5,36,37
2016,K2P,2,K2P,5.8,100,01K2P,Average age,127,,40.3,40.3,40.3
2016,K2R,2,K2R,1.4,0,01K2R,Average age,127,,44.2,44.4,44
2016,K2S,2,K2S,2.6,0,01K2S,Average age,127,,38.6,37.9,39.4
2016,K2T,2,K2T,2.4,0,01K2T,Average age,127,,36.2,35.8,36.6
2016,K2V,2,K2V,2.5,0,01K2V,Average age,127,,33.8,33.7,34
2016,K2W,2,K2W,2.1,0,01K2W,Average age,127,,34.2,34.2,34.3
2016,K4A,2,K4A,2.1,0,01K4A,Average age,127,,36.2,35.6,36.7
2016,K4B,2,K4B,2.2,0,01K4B,Average age,127,,42.5,42.5,42.4
2016,K4C,2,K4C,2.9,0,01K4C,Average age,127,,42.7,42.9,42.5
2016,K4K,2,K4K,2.7,0,01K4K,Average age,127,,40.8,40.4,41.2
2016,K4M,2,K4M,2.7,0,01K4M,Average age,127,,42.4,42,42.8
2016,K4P,2,K4P,3,0,01K4P,Average age,127,,40,39.9,40
2016,K4R,2,K4R,2.9,0,01K4R,Average age,127,,39.3,38.7,40
2016,K6A,2,K6A,4.3,0,01K6A,Average age,127,,47.9,46.5,49.2
2016,K6H,2,K6H,6.3,0,01K6H,Average age,127,,43.8,42.9,44.7
2016,K6J,2,K6J,3.5,0,01K6J,Average age,127,,44.3,42.7,45.8
2016,K6K,2,K6K,2.4,0,01K6K,Average age,127,,42.9,42.3,43.5
2016,K6T,2,K6T,2.9,0,01K6T,Average age,127,,43.9,44.2,43.5
2016,K6V,2,K6V,4.2,0,01K6V,Average age,127,,46.9,45.3,48.4
2016,K7A,2,K7A,4.5,0,01K7A,Average age,127,,44,43.1,44.8
2016,K7C,2,K7C,3.8,0,01K7C,Average age,127,,42.1,41,43.1
2016,K7G,2,K7G,4.9,0,01K7G,Average age,127,,47.8,46.7,48.9
2016,K7H,2,K7H,5.2,0,01K7H,Average age,127,,48.5,47.1,49.8
2016,K7K,2,K7K,4,0,01K7K,Average age,127,,39.2,38,40.3
2016,K7L,2,K7L,5.3,0,01K7L,Average age,127,,44.4,43.6,45.2
2016,K7M,2,K7M,4.7,0,01K7M,Average age,127,,44,42.1,45.6
2016,K7N,2,K7N,4.8,0,01K7N,Average age,127,,40.6,39.1,42
2016,K7P,2,K7P,2.5,0,01K7P,Average age,127,,40.6,39.6,41.6
2016,K7R,2,K7R,4.3,0,01K7R,Average age,127,,45.5,44.2,46.7
2016,K7S,2,K7S,3.6,0,01K7S,Average age,127,,45.2,43.8,46.5
2016,K7V,2,K7V,4.6,0,01K7V,Average age,127,,46.5,45,48
2016,K8A,2,K8A,4.2,0,01K8A,Average age,127,,44.1,42.4,45.7
2016,K8B,2,K8B,1.9,0,01K8B,Average age,127,,39.1,38.7,39.6
2016,K8H,2,K8H,8,100,01K8H,Average age,127,,31.9,31.3,32.6
2016,K8N,2,K8N,3.7,0,01K8N,Average age,127,,44.4,43.2,45.6
2016,K8P,2,K8P,4.3,0,01K8P,Average age,127,,43.7,41.9,45.3
2016,K8R,2,K8R,0.8,0,01K8R,Average age,127,,42.7,43,42.5
2016,K8V,2,K8V,3.4,0,01K8V,Average age,127,,42.3,41.1,43.4
2016,K9A,2,K9A,4,0,01K9A,Average age,127,,48,46.4,49.4
2016,K9H,2,K9H,4.6,0,01K9H,Average age,127,,43.5,41.8,45
2016,K9J,2,K9J,4.6,0,01K9J,Average age,127,,43.9,42.4,45.2
2016,K9K,2,K9K,3.9,0,01K9K,Average age,127,,43.9,42.7,45
2016,K9L,2,K9L,2.1,0,01K9L,Average age,127,,42,40.9,42.9
2016,K9V,2,K9V,4.6,0,01K9V,Average age,127,,46.8,44.8,48.7
2016,L0A,2,L0A,3.8,0,01L0A,Average age,127,,42,41.8,42.3
2016,L0B,2,L0B,3.6,0,01L0B,Average age,127,,43.2,43,43.3
2016,L0C,2,L0C,2.6,0,01L0C,Average age,127,,42.5,42.3,42.6
2016,L0E,2,L0E,4.2,0,01L0E,Average age,127,,43.4,42.6,44.3
2016,L0G,2,L0G,2.8,0,01L0G,Average age,127,,41.1,40.8,41.4
2016,L0H,2,L0H,1.9,0,01L0H,Average age,127,,42.9,42.6,43.2
2016,L0J,2,L0J,3.5,0,01L0J,Average age,127,,40.5,40.4,40.5
2016,L0K,2,L0K,4.7,0,01L0K,Average age,127,,45.9,45.3,46.5
2016,L0L,2,L0L,3.1,0,01L0L,Average age,127,,42.5,42.3,42.7
2016,L0M,2,L0M,6.8,100,01L0M,Average age,127,,39.2,38.5,40.1
2016,L0N,2,L0N,5.7,0,01L0N,Average age,127,,40.6,40.7,40.5
2016,L0P,2,L0P,3.7,0,01L0P,Average age,127,,43,43,43
2016,L0R,2,L0R,3.4,0,01L0R,Average age,127,,39.8,39.1,40.4
2016,L0S,2,L0S,4.1,0,01L0S,Average age,127,,47,46.1,47.7
2016,L1A,2,L1A,4.6,0,01L1A,Average age,127,,46.9,45.7,48.1
2016,L1B,2,L1B,2.8,0,01L1B,Average age,127,,44.1,43.4,44.7
2016,L1C,2,L1C,2.9,0,01L1C,Average age,127,,37.5,36.6,38.3
2016,L1E,2,L1E,2.3,0,01L1E,Average age,127,,37.5,37,38
2016,L1G,2,L1G,4.4,0,01L1G,Average age,127,,44.6,42.8,46.3
2016,L1H,2,L1H,4.2,0,01L1H,Average age,127,,42.7,41.7,43.7
2016,L1J,2,L1J,3.4,0,01L1J,Average age,127,,41.4,40.5,42.3
2016,L1K,2,L1K,2,0,01L1K,Average age,127,,36.1,35.3,36.8
2016,L1L,2,L1L,3.3,0,01L1L,Average age,127,,33.6,32.8,34.4
2016,L1M,2,L1M,1.8,0,01L1M,Average age,127,,33.9,33.2,34.7
2016,L1N,2,L1N,3.5,0,01L1N,Average age,127,,42.5,41.2,43.7
2016,L1P,2,L1P,2.1,0,01L1P,Average age,127,,35.6,34.9,36.2
2016,L1R,2,L1R,2.6,0,01L1R,Average age,127,,37.1,36.2,38
2016,L1S,2,L1S,2.5,0,01L1S,Average age,127,,41.2,40,42.4
2016,L1T,2,L1T,2.3,0,01L1T,Average age,127,,36.6,36,37.1
2016,L1V,2,L1V,2.9,0,01L1V,Average age,127,,40.6,39.3,41.9
2016,L1W,2,L1W,3,0,01L1W,Average age,127,,42.9,41.8,43.8
2016,L1X,2,L1X,2,0,01L1X,Average age,127,,37.2,36.9,37.6
2016,L1Y,2,L1Y,2.9,0,01L1Y,Average age,127,,42.8,43,42.7
2016,L1Z,2,L1Z,1.9,0,01L1Z,Average age,127,,32.9,32.2,33.5
2016,L2A,2,L2A,4.8,0,01L2A,Average age,127,,45.2,44.1,46.3
2016,L2E,2,L2E,5.3,0,01L2E,Average age,127,,45.4,43.7,47
2016,L2G,2,L2G,3.8,0,01L2G,Average age,127,,43.6,42.4,44.7
2016,L2H,2,L2H,4,0,01L2H,Average age,127,,39.8,38.7,40.8
2016,L2J,2,L2J,2.8,0,01L2J,Average age,127,,46.1,44.8,47.3
2016,L2M,2,L2M,3.2,0,01L2M,Average age,127,,44.2,42.6,45.6
2016,L2N,2,L2N,4.2,0,01L2N,Average age,127,,48.1,46.1,49.8
2016,L2P,2,L2P,3.3,0,01L2P,Average age,127,,40.9,39.9,41.8
2016,L2R,2,L2R,5.6,0,01L2R,Average age,127,,41.7,40.9,42.4
2016,L2S,2,L2S,3,0,01L2S,Average age,127,,40.3,39.3,41.2
2016,L2T,2,L2T,4.4,0,01L2T,Average age,127,,44.9,43.9,45.8
2016,L2V,2,L2V,3.4,0,01L2V,Average age,127,,40.3,39.4,41.2
2016,L2W,2,L2W,2,0,01L2W,Average age,127,,37.1,36.8,37.3
2016,L3B,2,L3B,4.3,0,01L3B,Average age,127,,43.9,43.1,44.7
2016,L3C,2,L3C,2.8,0,01L3C,Average age,127,,43.6,42.2,44.9
2016,L3K,2,L3K,3.9,0,01L3K,Average age,127,,46.6,45.3,47.8
2016,L3M,2,L3M,2.8,0,01L3M,Average age,127,,42.3,41.2,43.5
2016,L3P,2,L3P,2.3,0,01L3P,Average age,127,,43.5,42.4,44.4
2016,L3R,2,L3R,2.2,0,01L3R,Average age,127,,42.6,41.5,43.7
2016,L3S,2,L3S,1.7,0,01L3S,Average age,127,,38.8,38.3,39.4
2016,L3T,2,L3T,2.6,0,01L3T,Average age,127,,44.2,43.1,45.2
2016,L3V,2,L3V,4.1,0,01L3V,Average age,127,,44.8,43.5,46.1
2016,L3X,2,L3X,1.7,0,01L3X,Average age,127,,36,35.2,36.7
2016,L3Y,2,L3Y,3.5,0,01L3Y,Average age,127,,43.4,41.8,44.9
2016,L3Z,2,L3Z,2.8,0,01L3Z,Average age,127,,37.1,36.3,37.8
2016,L4A,2,L4A,2.6,0,01L4A,Average age,127,,39.3,38.4,40.1
2016,L4B,2,L4B,2.2,0,01L4B,Average age,127,,41.9,41,42.7
2016,L4C,2,L4C,2.7,0,01L4C,Average age,127,,43.4,42.1,44.6
2016,L4E,2,L4E,1.8,0,01L4E,Average age,127,,36.1,35.7,36.5
2016,L4G,2,L4G,2.5,0,01L4G,Average age,127,,39.6,38.5,40.7
2016,L4H,2,L4H,1.8,0,01L4H,Average age,127,,34.7,34.3,35.1
2016,L4J,2,L4J,2.1,0,01L4J,Average age,127,,41.1,40.1,42.1
2016,L4K,2,L4K,2.3,0,01L4K,Average age,127,,41.5,40.6,42.3
2016,L4L,2,L4L,2.9,0,01L4L,Average age,127,,45.2,44.3,46.1
2016,L4M,2,L4M,3.7,0,01L4M,Average age,127,,39.6,38.2,40.9
2016,L4N,2,L4N,3.2,0,01L4N,Average age,127,,38.7,37.6,39.9
2016,L4P,2,L4P,2.5,0,01L4P,Average age,127,,38.8,38,39.5
2016,L4R,2,L4R,4.2,0,01L4R,Average age,127,,46.5,45,47.8
2016,L4S,2,L4S,2.2,0,01L4S,Average age,127,,39.4,38.3,40.4
2016,L4T,2,L4T,2.9,0,01L4T,Average age,127,,37.5,36.8,38.2
2016,L4W,2,L4W,3.3,0,01L4W,Average age,127,,45.6,44.3,46.8
2016,L4X,2,L4X,2.8,0,01L4X,Average age,127,,39.1,38.5,39.6
2016,L4Y,2,L4Y,2.7,0,01L4Y,Average age,127,,43.3,42.2,44.4
2016,L4Z,2,L4Z,2.8,0,01L4Z,Average age,127,,39,38.1,39.8
2016,L5A,2,L5A,2.9,0,01L5A,Average age,127,,40.8,39.6,41.9
2016,L5B,2,L5B,2.8,0,01L5B,Average age,127,,39.1,38.2,39.9
2016,L5C,2,L5C,2,0,01L5C,Average age,127,,41.1,40.1,42
2016,L5E,2,L5E,2.7,0,01L5E,Average age,127,,43.9,43.1,44.6
2016,L5G,2,L5G,3,0,01L5G,Average age,127,,42.8,42.1,43.5
2016,L5H,2,L5H,2.6,0,01L5H,Average age,127,,42.3,41.6,42.9
2016,L5J,2,L5J,2.7,0,01L5J,Average age,127,,42.1,40.8,43.2
2016,L5K,2,L5K,3.5,0,01L5K,Average age,127,,40.6,39.3,41.9
2016,L5L,2,L5L,2.9,0,01L5L,Average age,127,,41.5,40.4,42.6
2016,L5M,2,L5M,1.9,0,01L5M,Average age,127,,37.7,37,38.4
2016,L5N,2,L5N,2,0,01L5N,Average age,127,,38.2,37.4,39
2016,L5R,2,L5R,2,0,01L5R,Average age,127,,40.5,39.9,41.1
2016,L5V,2,L5V,1.8,0,01L5V,Average age,127,,37.9,37.2,38.7
2016,L5W,2,L5W,2,0,01L5W,Average age,127,,35.3,34.6,35.9
2016,L6A,2,L6A,2.1,0,01L6A,Average age,127,,36.6,36,37.3
2016,L6B,2,L6B,2.2,0,01L6B,Average age,127,,35.4,34.7,36.1
2016,L6C,2,L6C,1.9,0,01L6C,Average age,127,,37.8,37,38.5
2016,L6E,2,L6E,1.6,0,01L6E,Average age,127,,36.9,36.1,37.7
2016,L6G,2,L6G,3.1,0,01L6G,Average age,127,,38.3,37.5,39.1
2016,L6H,2,L6H,2.5,0,01L6H,Average age,127,,39.2,38.3,40.1
2016,L6J,2,L6J,2.6,0,01L6J,Average age,127,,42.3,41.3,43.2
2016,L6K,2,L6K,3.9,0,01L6K,Average age,127,,44.8,43.4,46
2016,L6L,2,L6L,2.7,0,01L6L,Average age,127,,44.2,42.9,45.4
2016,L6M,2,L6M,2.1,0,01L6M,Average age,127,,36.1,35.5,36.7
2016,L6P,2,L6P,2,0,01L6P,Average age,127,,35.2,34.7,35.8
2016,L6R,2,L6R,2.1,0,01L6R,Average age,127,,35.4,34.7,36.2
2016,L6S,2,L6S,2.5,0,01L6S,Average age,127,,39.5,38.8,40.2
2016,L6T,2,L6T,3,0,01L6T,Average age,127,,38.2,37.4,39.1
2016,L6V,2,L6V,2.7,0,01L6V,Average age,127,,37.9,37.1,38.6
2016,L6W,2,L6W,2.9,0,01L6W,Average age,127,,41.1,40.2,42
2016,L6X,2,L6X,2.4,0,01L6X,Average age,127,,35.9,35.3,36.5
2016,L6Y,2,L6Y,2.6,0,01L6Y,Average age,127,,37.1,36,38.3
2016,L6Z,2,L6Z,2.5,0,01L6Z,Average age,127,,38.9,38.1,39.6
2016,L7A,2,L7A,1.9,0,01L7A,Average age,127,,33.3,32.9,33.8
2016,L7B,2,L7B,2.5,0,01L7B,Average age,127,,39.8,39.5,40.2
2016,L7C,2,L7C,2.1,0,01L7C,Average age,127,,38.6,38.3,38.9
2016,L7E,2,L7E,2.2,0,01L7E,Average age,127,,38.6,37.7,39.5
2016,L7G,2,L7G,2.5,0,01L7G,Average age,127,,39.1,38.2,40
2016,L7J,2,L7J,2.3,0,01L7J,Average age,127,,40.2,39.6,40.9
2016,L7K,2,L7K,3,0,01L7K,Average age,127,,43.1,42.9,43.3
2016,L7L,2,L7L,2.6,0,01L7L,Average age,127,,40.4,39,41.7
2016,L7M,2,L7M,2.3,0,01L7M,Average age,127,,39,38.1,39.8
2016,L7N,2,L7N,3.1,0,01L7N,Average age,127,,46.6,44.4,48.4
2016,L7P,2,L7P,2.8,0,01L7P,Average age,127,,42.3,41.2,43.3
2016,L7R,2,L7R,3.3,0,01L7R,Average age,127,,44.5,42.6,46.2
2016,L7S,2,L7S,5.1,0,01L7S,Average age,127,,49.1,46.6,51.1
2016,L7T,2,L7T,3.1,0,01L7T,Average age,127,,46.4,45.2,47.5
2016,L8E,2,L8E,2.6,0,01L8E,Average age,127,,40.6,39.9,41.4
2016,L8G,2,L8G,3.8,0,01L8G,Average age,127,,47.2,45.1,49.2
2016,L8H,2,L8H,3.3,0,01L8H,Average age,127,,40.5,40,41
2016,L8J,2,L8J,2.6,0,01L8J,Average age,127,,37.9,36.9,38.8
2016,L8K,2,L8K,3.3,0,01L8K,Average age,127,,43.1,41.8,44.4
2016,L8L,2,L8L,4.5,100,01L8L,Average age,127,,38.1,37.6,38.6
2016,L8M,2,L8M,5.6,100,01L8M,Average age,127,,40.8,40.2,41.4
2016,L8N,2,L8N,6.3,100,01L8N,Average age,127,,39.7,39.4,40
2016,L8P,2,L8P,5.4,100,01L8P,Average age,127,,42.5,41.9,43.1
2016,L8R,2,L8R,7.4,100,01L8R,Average age,127,,42.2,40.7,43.6
2016,L8S,2,L8S,5.4,100,01L8S,Average age,127,,39.8,37.9,41.6
2016,L8T,2,L8T,2.3,0,01L8T,Average age,127,,43.3,41.9,44.7
2016,L8V,2,L8V,4.3,0,01L8V,Average age,127,,44.8,42.5,46.8
2016,L8W,2,L8W,2.2,0,01L8W,Average age,127,,38.2,37.3,39
2016,L9A,2,L9A,3.1,0,01L9A,Average age,127,,41.6,39.9,43.1
2016,L9B,2,L9B,3.4,0,01L9B,Average age,127,,40.6,39.1,41.9
2016,L9C,2,L9C,3.6,0,01L9C,Average age,127,,42.2,40.1,44.1
2016,L9E,2,L9E,7.3,100,01L9E,Average age,127,,27.5,27.9,27
2016,L9G,2,L9G,2.6,0,01L9G,Average age,127,,42.3,41.7,43
2016,L9H,2,L9H,4.1,0,01L9H,Average age,127,,45.5,43.8,47.1
2016,L9J,2,L9J,9.6,100,01L9J,Average age,127,,43.5,43,44
2016,L9K,2,L9K,3.8,0,01L9K,Average age,127,,38.6,37.4,39.8
2016,L9L,2,L9L,3.9,0,01L9L,Average age,127,,45.6,44.3,46.8
2016,L9M,2,L9M,5.6,0,01L9M,Average age,127,,46.6,45.4,47.9
2016,L9N,2,L9N,3.6,0,01L9N,Average age,127,,40.8,40.6,41
2016,L9P,2,L9P,3.3,0,01L9P,Average age,127,,42.6,41.4,43.8
2016,L9R,2,L9R,3.1,0,01L9R,Average age,127,,42.2,41,43.3
2016,L9S,2,L9S,3.3,0,01L9S,Average age,127,,40.5,39.8,41.2
2016,L9T,2,L9T,2.2,0,01L9T,Average age,127,,33.9,33.3,34.5
2016,L9V,2,L9V,3.4,0,01L9V,Average age,127,,38.8,37.9,39.7
2016,L9W,2,L9W,3,0,01L9W,Average age,127,,39.7,38.9,40.5
2016,L9Y,2,L9Y,4.6,0,01L9Y,Average age,127,,46.8,45.5,47.9
2016,L9Z,2,L9Z,4.4,0,01L9Z,Average age,127,,50,49.3,50.6
2016,M1B,2,M1B,2.7,0,01M1B,Average age,127,,38.9,37.8,39.9
2016,M1C,2,M1C,2.8,0,01M1C,Average age,127,,42.1,41.4,42.8
2016,M1E,2,M1E,4,0,01M1E,Average age,127,,41.5,40,42.9
2016,M1G,2,M1G,3.3,0,01M1G,Average age,127,,38.6,37.5,39.7
2016,M1H,2,M1H,3.4,0,01M1H,Average age,127,,39.9,38.5,41.2
2016,M1J,2,M1J,3,0,01M1J,Average age,127,,38.1,36.7,39.3
2016,M1K,2,M1K,3.2,0,01M1K,Average age,127,,39.9,38.9,40.9
2016,M1L,2,M1L,4.1,0,01M1L,Average age,127,,38.3,37.1,39.5
2016,M1M,2,M1M,3.5,0,01M1M,Average age,127,,42.6,41.4,43.8
2016,M1N,2,M1N,3.9,0,01M1N,Average age,127,,43,41.9,44.1
2016,M1P,2,M1P,3.7,0,01M1P,Average age,127,,40.5,39.1,41.8
2016,M1R,2,M1R,3.6,0,01M1R,Average age,127,,41.5,39.9,43.1
2016,M1S,2,M1S,3.1,0,01M1S,Average age,127,,43.4,42.1,44.7
2016,M1T,2,M1T,3.2,0,01M1T,Average age,127,,44,41.9,45.7
2016,M1V,2,M1V,2.4,0,01M1V,Average age,127,,42.3,41.2,43.3
2016,M1W,2,M1W,3,0,01M1W,Average age,127,,44.6,43.1,46
2016,M1X,2,M1X,1.7,0,01M1X,Average age,127,,37.1,36.5,37.6
2016,M2H,2,M2H,3.1,0,01M2H,Average age,127,,44.9,42.9,46.6
2016,M2J,2,M2J,2.8,0,01M2J,Average age,127,,40.3,38.9,41.7
2016,M2K,2,M2K,3.9,0,01M2K,Average age,127,,42.9,41.2,44.4
2016,M2L,2,M2L,2.2,0,01M2L,Average age,127,,42.6,41.5,43.6
2016,M2M,2,M2M,3.6,0,01M2M,Average age,127,,43.8,42.3,45.1
2016,M2N,2,M2N,3.3,0,01M2N,Average age,127,,39.9,38.8,41
2016,M2P,2,M2P,2.3,0,01M2P,Average age,127,,43.1,42.1,43.9
2016,M2R,2,M2R,3.3,0,01M2R,Average age,127,,43.4,41.4,45.2
2016,M3A,2,M3A,3,0,01M3A,Average age,127,,40,38.4,41.4
2016,M3B,2,M3B,2.7,0,01M3B,Average age,127,,44.7,42.9,46.2
2016,M3C,2,M3C,3.7,0,01M3C,Average age,127,,41.3,39.4,43
2016,M3H,2,M3H,3,0,01M3H,Average age,127,,40.6,38.9,42
2016,M3J,2,M3J,3.6,100,01M3J,Average age,127,,38.1,36.9,39.3
2016,M3K,2,M3K,3,0,01M3K,Average age,127,,42.6,41.5,43.6
2016,M3L,2,M3L,3.4,0,01M3L,Average age,127,,41.3,40.2,42.3
2016,M3M,2,M3M,3.5,0,01M3M,Average age,127,,40.5,39.7,41.3
2016,M3N,2,M3N,4.2,0,01M3N,Average age,127,,37,35.9,38
2016,M4A,2,M4A,4.5,0,01M4A,Average age,127,,43.8,41.6,45.6
2016,M4B,2,M4B,3.2,0,01M4B,Average age,127,,41.1,39.9,42.1
2016,M4C,2,M4C,3.4,0,01M4C,Average age,127,,39.4,38.3,40.5
2016,M4E,2,M4E,3,0,01M4E,Average age,127,,40.1,39.7,40.5
2016,M4G,2,M4G,2.4,0,01M4G,Average age,127,,41,39.4,42.4
2016,M4H,2,M4H,3.4,0,01M4H,Average age,127,,34.1,32.8,35.3
2016,M4J,2,M4J,2.8,0,01M4J,Average age,127,,40.4,39.4,41.4
2016,M4K,2,M4K,3.6,0,01M4K,Average age,127,,41.4,40.4,42.3
2016,M4L,2,M4L,3.2,0,01M4L,Average age,127,,38.9,38.2,39.6
2016,M4M,2,M4M,4.9,0,01M4M,Average age,127,,39.7,39.4,40
2016,M4N,2,M4N,2.7,0,01M4N,Average age,127,,42.1,40.7,43.4
2016,M4P,2,M4P,3.6,0,01M4P,Average age,127,,40.8,39.2,42.2
2016,M4R,2,M4R,2.7,0,01M4R,Average age,127,,39.4,38.2,40.5
2016,M4S,2,M4S,4.2,0,01M4S,Average age,127,,41.1,39.1,42.8
2016,M4T,2,M4T,2.9,0,01M4T,Average age,127,,44.4,43.2,45.5
2016,M4V,2,M4V,4.3,0,01M4V,Average age,127,,44.9,43.5,46.2
2016,M4W,2,M4W,4.5,0,01M4W,Average age,127,,45.3,44.9,45.6
2016,M4X,2,M4X,5,100,01M4X,Average age,127,,39.7,39.2,40.3
2016,M4Y,2,M4Y,5.3,100,01M4Y,Average age,127,,39.1,40.1,37.8
2016,M5A,2,M5A,6.8,100,01M5A,Average age,127,,39.3,39.7,38.9
2016,M5B,2,M5B,8.7,100,01M5B,Average age,127,,36.6,37.3,35.8
2016,M5C,2,M5C,6,0,01M5C,Average age,127,,39.8,40.3,39.2
2016,M5E,2,M5E,4.1,0,01M5E,Average age,127,,40,39.1,40.9
2016,M5G,2,M5G,4.3,100,01M5G,Average age,127,,32.9,32.3,33.4
2016,M5H,2,M5H,6.2,100,01M5H,Average age,127,,35.8,36.7,34.8
2016,M5J,2,M5J,4,0,01M5J,Average age,127,,38.5,37.9,39.1
2016,M5M,2,M5M,1.9,0,01M5M,Average age,127,,39.1,37.9,40.2
2016,M5N,2,M5N,2.9,0,01M5N,Average age,127,,39.8,38.2,41.2
2016,M5P,2,M5P,3,0,01M5P,Average age,127,,42.7,41.8,43.4
2016,M5R,2,M5R,6.8,100,01M5R,Average age,127,,43.6,43,44.1
2016,M5S,2,M5S,7.6,100,01M5S,Average age,127,,39,38.3,39.7
2016,M5T,2,M5T,5.5,100,01M5T,Average age,127,,40.3,38.8,41.7
2016,M5V,2,M5V,4.6,100,01M5V,Average age,127,,34.2,34.4,34
2016,M6A,2,M6A,5.5,0,01M6A,Average age,127,,40.4,37.8,42.3
2016,M6B,2,M6B,3.7,0,01M6B,Average age,127,,41.3,39.2,43
2016,M6C,2,M6C,3.6,0,01M6C,Average age,127,,40.2,38.8,41.4
2016,M6E,2,M6E,3.8,0,01M6E,Average age,127,,41.3,40,42.5
2016,M6G,2,M6G,5.2,0,01M6G,Average age,127,,41.8,40.4,43.1
2016,M6H,2,M6H,3.7,100,01M6H,Average age,127,,39.5,39.1,40
2016,M6J,2,M6J,4.9,100,01M6J,Average age,127,,38.9,38.5,39.4
2016,M6K,2,M6K,5.2,100,01M6K,Average age,127,,38.4,38.2,38.7
2016,M6L,2,M6L,3.9,0,01M6L,Average age,127,,41.6,39.9,43.1
2016,M6M,2,M6M,4.4,100,01M6M,Average age,127,,39.2,38.2,40.2
2016,M6N,2,M6N,3.7,0,01M6N,Average age,127,,40.3,39.3,41.3
2016,M6P,2,M6P,4.1,0,01M6P,Average age,127,,39.7,38.8,40.5
2016,M6R,2,M6R,4.9,0,01M6R,Average age,127,,39.4,38.3,40.5
2016,M6S,2,M6S,3.3,0,01M6S,Average age,127,,39.8,38.7,40.7
2016,M8V,2,M8V,3.8,0,01M8V,Average age,127,,42.4,41.6,43.1
2016,M8W,2,M8W,3,0,01M8W,Average age,127,,42,41.2,42.7
2016,M8X,2,M8X,3.1,0,01M8X,Average age,127,,45.7,44.1,47.2
2016,M8Y,2,M8Y,3.1,0,01M8Y,Average age,127,,40.7,40,41.4
2016,M8Z,2,M8Z,3.7,0,01M8Z,Average age,127,,41.8,40.4,43.1
